year,day,length,avg_weight,count,missing_scales,fish_nearby,income,label
2014.0,98.0,144.0,0.001961508,1546.0,1410.0,2.0,16.1065,0.0
2012.0,259.0,62.0,0.9375182,46.0,0.0,2.0,929.975,0.0
2014.0,180.0,2.0,0.5,1.0,0.0,1.0,14.743471,1.0
2011.0,14.0,2.0,0.5,1.0,0.0,2.0,42.3,0.0
2017.0,202.0,0.0,1.0,1.0,0.0,2.0,44.24425,0.0
2018.0,234.0,0.0,0.5,1.0,0.0,2.0,3.160387,0.0
2011.0,90.0,8.0,0.25,1.0,0.0,2.0,377.9,0.0
2016.0,249.0,0.0,0.5,1.0,0.0,2.0,20.0,1.0
2016.0,244.0,144.0,0.07629135,2130.0,0.0,2.0,49.487514,0.0
2017.0,111.0,144.0,0.00021348592,2913.0,0.0,2.0,8.791387,0.0
2017.0,116.0,0.0,1.0,1.0,0.0,2.0,4.01065,1.0
2015.0,297.0,144.0,1.7101305e-05,2929.0,0.0,1.0,19.2,1.0
2015.0,72.0,2.0,0.25,1.0,0.0,2.0,94.974,0.0
2016.0,97.0,0.0,0.5,1.0,0.0,2.0,12.5,1.0
2013.0,129.0,0.0,1.0,1.0,0.0,2.0,227.64333,1.0
2012.0,12.0,2.0,0.023809524,1.0,0.0,1.0,30.0,0.0
2017.0,243.0,10.0,0.015625,1.0,0.0,2.0,3.2,1.0
2014.0,95.0,50.0,1.2433087e-05,2.0,0.0,1.0,10.0,1.0
2018.0,128.0,4.0,0.125,1.0,0.0,1.0,59.999527,0.0
2016.0,49.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0
2015.0,23.0,144.0,0.04693569,471.0,1.0,2.0,35.0,1.0
2014.0,135.0,96.0,0.004080499,72.0,0.0,1.0,9.584886,1.0
2014.0,146.0,144.0,0.18247814,1267.0,2.0,1.0,62.316,1.0
2016.0,342.0,2.0,1.0,1.0,1.0,2.0,280.0,1.0
2017.0,128.0,0.0,1.0,1.0,0.0,2.0,14.226985,0.0
2016.0,120.0,8.0,0.020833334,1.0,0.0,2.0,12.5,1.0
2016.0,313.0,144.0,0.5847642,3526.0,0.0,2.0,197.71985,0.0
2014.0,118.0,6.0,0.125,1.0,0.0,1.0,10.0,1.0
2015.0,189.0,144.0,0.81338066,1888.0,1728.0,2.0,38.0,1.0
2014.0,67.0,144.0,0.00024590266,1247.0,1244.0,2.0,10.49,0.0
2012.0,26.0,0.0,0.5,1.0,0.0,1.0,10.0,0.0
2014.0,78.0,0.0,1.0,1.0,0.0,1.0,86.87,1.0
2014.0,304.0,2.0,2.25,2.0,2.0,4.0,47.755,0.0
2013.0,216.0,0.0,0.5,1.0,0.0,2.0,246.9642,0.0
2013.0,240.0,2.0,0.013157895,1.0,0.0,1.0,50.0,0.0
2014.0,76.0,2.0,0.015625,1.0,0.0,1.0,104.0,1.0
2018.0,291.0,144.0,0.9135899,6023.0,6023.0,2.0,38.3,0.0
2016.0,246.0,2.0,1.0,1.0,0.0,1.0,20.0,1.0
2012.0,282.0,30.0,0.00024414062,1.0,0.0,2.0,4.9,1.0
2011.0,317.0,32.0,0.00390625,1.0,0.0,1.0,3.2,0.0
2017.0,21.0,0.0,1.0,1.0,0.0,2.0,7.5,1.0
2018.0,71.0,8.0,1.0,1.0,0.0,1.0,10.194192,0.0
2017.0,356.0,20.0,0.007142857,1.0,0.0,2.0,6.875427,0.0
2016.0,328.0,0.0,1.0,1.0,0.0,2.0,9.183817,0.0
2017.0,80.0,2.0,0.125,1.0,0.0,2.0,7.5,1.0
2018.0,217.0,0.0,1.0,1.0,0.0,2.0,123.30255,0.0
2016.0,280.0,144.0,0.016386308,6089.0,0.0,1.0,40.0,1.0
2017.0,316.0,8.0,0.0625,1.0,0.0,2.0,8.0,0.0
2014.0,8.0,144.0,0.9572453,1064.0,993.0,1.0,150.0,1.0
2011.0,50.0,20.0,0.03125,1.0,0.0,1.0,450.0,0.0
2015.0,280.0,144.0,0.4139384,2180.0,0.0,1.0,21.5,1.0
2014.0,115.0,2.0,0.25,1.0,0.0,2.0,38.75349,1.0
2013.0,328.0,122.0,4.57049e-27,13.0,0.0,1.0,15.0,1.0
2016.0,326.0,2.0,0.0028248588,1.0,0.0,2.0,6.1231346,0.0
2014.0,193.0,10.0,0.275,3.0,0.0,2.0,30.0,1.0
2014.0,2.0,0.0,0.5,1.0,0.0,1.0,100.0,1.0
2014.0,201.0,16.0,0.125,2.0,0.0,1.0,3.3816,0.0
2016.0,287.0,144.0,0.046865784,5054.0,4776.0,1.0,100.0,1.0
2016.0,355.0,2.0,0.023809524,1.0,0.0,2.0,8.0,1.0
2011.0,353.0,14.0,0.046875,2.0,0.0,2.0,36.36535,0.0
2016.0,90.0,2.0,0.5,1.0,0.0,1.0,5.0,1.0
2016.0,49.0,144.0,0.024242494,6333.0,4701.0,1.0,10.0,1.0
2016.0,105.0,0.0,1.0,1.0,0.0,2.0,6.377561,0.0
2011.0,142.0,12.0,0.08152174,24.0,24.0,2.0,167.0,0.0
2014.0,235.0,42.0,0.0020013703,26.0,26.0,2.0,16.149,0.0
2016.0,222.0,144.0,0.26728266,5156.0,4930.0,1.0,40.0,1.0
2012.0,273.0,0.0,0.5,1.0,0.0,2.0,5.0444417,1.0
2016.0,154.0,10.0,0.0625,4.0,0.0,1.0,18.0,1.0
2014.0,123.0,144.0,0.019069297,852.0,851.0,8.0,73.29953,0.0
2016.0,72.0,144.0,0.1046975,1176.0,0.0,2.0,5.0771904,0.0
2012.0,261.0,98.0,7.6293945e-06,1.0,0.0,2.0,4.0455,0.0
2014.0,324.0,144.0,2.3754354,2310.0,1255.0,2.0,65.551025,0.0
2016.0,99.0,144.0,0.0012895812,1102.0,0.0,2.0,1066.6349,0.0
2013.0,331.0,0.0,1.0,1.0,0.0,2.0,50.0,1.0
2014.0,273.0,44.0,0.005003648,21.0,21.0,2.0,10.886233,0.0
2017.0,31.0,144.0,0.6304084,5212.0,2187.0,2.0,12.0,1.0
2016.0,337.0,8.0,0.5,1.0,0.0,2.0,10.0,1.0
2015.0,137.0,2.0,0.5,1.0,0.0,2.0,46.149925,0.0
2013.0,98.0,0.0,0.5,1.0,0.0,2.0,15.707946,1.0
2013.0,47.0,4.0,0.5,1.0,0.0,1.0,149.6,0.0
2014.0,43.0,0.0,0.5,1.0,0.0,1.0,113.6,1.0
2014.0,8.0,0.0,1.0,1.0,0.0,1.0,4.2591743,1.0
2014.0,54.0,144.0,3.1690152,2704.0,2398.0,5.0,565.0,1.0
2017.0,334.0,4.0,1.0,1.0,0.0,2.0,12.898318,0.0
2011.0,132.0,4.0,0.25,1.0,1.0,1.0,10.0,0.0
2012.0,218.0,2.0,0.25,1.0,0.0,2.0,189.8,0.0
2011.0,214.0,0.0,1.0,1.0,0.0,1.0,3.8,0.0
2015.0,234.0,2.0,1.0,1.0,0.0,1.0,21.946,1.0
2016.0,351.0,2.0,0.0625,1.0,0.0,2.0,10.0,1.0
2014.0,94.0,8.0,0.28125,2.0,0.0,4.0,449.0,1.0
2013.0,259.0,2.0,1.0,1.0,0.0,2.0,35.7,1.0
2013.0,317.0,12.0,0.0017361111,1.0,0.0,2.0,7.4422483,1.0
2016.0,117.0,4.0,0.5,1.0,0.0,2.0,12.5,1.0
2018.0,306.0,0.0,1.0,1.0,0.0,1.0,3.9415863,0.0
2017.0,181.0,144.0,0.07149385,7544.0,0.0,2.0,5.0,1.0
2014.0,76.0,22.0,1.0078125,2.0,0.0,1.0,12.0,1.0
2013.0,317.0,10.0,0.50169975,18.0,0.0,2.0,136.2,1.0
2017.0,340.0,76.0,0.125,1.0,0.0,2.0,6.5506253,0.0
2016.0,355.0,6.0,0.0034722222,1.0,0.0,2.0,14.501,0.0
2015.0,315.0,0.0,1.5,2.0,0.0,2.0,12.244536,1.0
2015.0,60.0,8.0,1.0,1.0,0.0,2.0,15.469514,0.0
2013.0,328.0,144.0,1.3411459,1226.0,4.0,4.0,70.0,1.0
2014.0,99.0,0.0,0.5,1.0,0.0,2.0,8.38,0.0
2014.0,182.0,2.0,0.5,1.0,0.0,2.0,541.42694,0.0
2015.0,264.0,0.0,0.5,1.0,0.0,1.0,62.026,1.0
2014.0,106.0,4.0,1.0,1.0,0.0,2.0,82.04086,1.0
2015.0,226.0,144.0,1.8753346e-05,2793.0,1646.0,2.0,14.833205,0.0
2014.0,360.0,4.0,0.032369334,3.0,2.0,2.0,49.2934,0.0
2013.0,178.0,0.0,1.0,1.0,0.0,2.0,50.4,1.0
2016.0,141.0,144.0,1.708281,6422.0,6247.0,3.0,22.0,1.0
2016.0,75.0,2.0,0.5,1.0,0.0,2.0,30.0,1.0
2016.0,124.0,66.0,0.0009765625,1.0,0.0,2.0,12.5,1.0
2016.0,98.0,144.0,0.04654417,4512.0,0.0,1.0,40.0,1.0
2014.0,137.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0
2016.0,170.0,144.0,0.33906773,3665.0,0.0,1.0,12.0,1.0
2016.0,357.0,144.0,0.00018536695,2550.0,0.0,2.0,4.858,1.0
2017.0,94.0,48.0,1.0,1.0,0.0,2.0,106.82858,0.0
2014.0,85.0,144.0,2.9099371,1462.0,1460.0,9.0,151.5,1.0
2013.0,196.0,12.0,0.0625,1.0,0.0,2.0,170.45334,0.0
2017.0,97.0,10.0,0.125,1.0,0.0,2.0,9.9,1.0
2014.0,133.0,144.0,2.5970619,1337.0,1334.0,5.0,45.50075,1.0
2013.0,65.0,0.0,1.0,1.0,0.0,1.0,119.03757,0.0
2016.0,77.0,10.0,0.00228851,10.0,0.0,1.0,5.0,1.0
2018.0,211.0,0.0,0.5,1.0,0.0,1.0,8.949225,0.0
2013.0,166.0,0.0,0.5,1.0,0.0,1.0,200.0,0.0
2015.0,259.0,144.0,0.0032535996,2787.0,2506.0,2.0,5.307629,0.0
2012.0,295.0,2.0,0.25,1.0,0.0,2.0,2704.9888,0.0
2016.0,57.0,0.0,0.5,1.0,0.0,1.0,10.0,1.0
2011.0,230.0,64.0,7.6293945e-06,1.0,0.0,2.0,1689.3795,0.0
2015.0,167.0,144.0,0.019754332,4045.0,3832.0,2.0,21.8089,0.0
2017.0,228.0,144.0,0.00010964372,5540.0,0.0,1.0,10.0,0.0
2014.0,117.0,144.0,0.5678256,694.0,0.0,1.0,897.7465,1.0
2016.0,205.0,0.0,0.5,1.0,0.0,1.0,90.0,0.0
2015.0,334.0,144.0,0.025793204,1958.0,0.0,2.0,51.353725,0.0
2013.0,322.0,2.0,1.0,1.0,0.0,1.0,3.189,1.0
2015.0,312.0,144.0,0.35636574,1287.0,0.0,2.0,1913.3564,0.0
2016.0,356.0,8.0,0.03125,1.0,0.0,2.0,8.0,1.0
2012.0,86.0,2.0,0.5,1.0,0.0,1.0,1639.25,0.0
2016.0,313.0,0.0,0.5,1.0,0.0,1.0,50.0,1.0
2012.0,143.0,20.0,0.0625,1.0,0.0,2.0,1369.0385,0.0
2013.0,342.0,0.0,2.0,2.0,0.0,3.0,26.538061,1.0
2014.0,164.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0
2014.0,84.0,0.0,0.5,1.0,0.0,2.0,10.0,1.0
2013.0,227.0,144.0,0.07412028,2601.0,0.0,2.0,10.895,1.0
2017.0,30.0,0.0,1.0,1.0,0.0,2.0,17.034794,0.0
2016.0,83.0,144.0,0.45882106,3301.0,0.0,2.0,10.0,1.0
2016.0,250.0,4.0,0.375,2.0,0.0,2.0,3.6611297,0.0
2013.0,296.0,0.0,1.0,1.0,0.0,1.0,20.0,1.0
2014.0,148.0,0.0,1.0,1.0,0.0,1.0,5.93,1.0
2017.0,72.0,0.0,0.5,1.0,0.0,2.0,4.0,1.0
2015.0,190.0,16.0,0.078125,2.0,0.0,2.0,37.998,1.0
2016.0,119.0,0.0,0.5,1.0,0.0,1.0,15.6,0.0
2016.0,131.0,2.0,1.0,1.0,0.0,2.0,12.5,1.0
2016.0,166.0,0.0,1.0,1.0,0.0,2.0,7.41717,1.0
2017.0,264.0,144.0,9.917061,6859.0,6669.0,2.0,223.02614,0.0
2014.0,14.0,142.0,9.722254e-06,738.0,0.0,1.0,14.3450365,0.0
2014.0,47.0,0.0,1.0,1.0,0.0,1.0,8.913284,1.0
2011.0,311.0,6.0,0.5,1.0,0.0,1.0,10.0,0.0
2014.0,164.0,144.0,0.09090005,1408.0,344.0,1.0,19.582289,1.0
2013.0,350.0,2.0,0.16666667,2.0,0.0,2.0,40.0,1.0
2016.0,183.0,144.0,0.050087772,930.0,0.0,1.0,20.0,1.0
2016.0,55.0,0.0,0.5,1.0,0.0,1.0,100.0,1.0
2015.0,192.0,14.0,0.04463123,8.0,7.0,2.0,13.51,0.0
2015.0,305.0,144.0,3.8447273e-13,3702.0,0.0,2.0,23.14,0.0
2015.0,74.0,4.0,0.25,1.0,0.0,2.0,34.948284,0.0
2014.0,97.0,0.0,0.041666668,1.0,0.0,2.0,120.0,1.0
2016.0,243.0,0.0,0.33333334,1.0,0.0,2.0,30.0,1.0
2013.0,318.0,2.0,0.5,1.0,0.0,2.0,70.0,1.0
2016.0,6.0,144.0,0.0031638173,3938.0,3069.0,2.0,4.654,0.0
2016.0,223.0,144.0,0.50843894,5603.0,1.0,4.0,36.0,1.0
2014.0,67.0,144.0,5.3676233,1311.0,1311.0,14.0,1100.8799,1.0
2013.0,290.0,2.0,0.25,1.0,0.0,2.0,10.0,1.0
2016.0,182.0,2.0,1.0,1.0,0.0,2.0,9.669,1.0
2013.0,292.0,0.0,1.0,1.0,0.0,2.0,14.522708,1.0
2013.0,256.0,14.0,0.0234375,2.0,0.0,4.0,15.8,0.0
2017.0,173.0,18.0,0.03125,1.0,0.0,2.0,226.195,0.0
2016.0,347.0,0.0,1.0,1.0,0.0,2.0,27.2,0.0
2017.0,206.0,8.0,0.0625,1.0,0.0,2.0,4.0,1.0
2011.0,319.0,0.0,1.0,1.0,0.0,2.0,107.59707,0.0
2017.0,6.0,2.0,1.1666666,2.0,0.0,4.0,9.8825035,1.0
2013.0,22.0,0.0,0.5,1.0,0.0,1.0,18.2,0.0
2014.0,274.0,0.0,1.0,1.0,0.0,1.0,27.300606,1.0
2014.0,79.0,144.0,1.5198573e-06,1448.0,973.0,2.0,11.39249,0.0
2014.0,80.0,0.0,1.0,1.0,0.0,1.0,4.5698295,1.0
2015.0,272.0,14.0,0.125,1.0,0.0,2.0,4.499,1.0
2013.0,238.0,144.0,1.0688884,2013.0,0.0,2.0,506.398,0.0
2018.0,250.0,2.0,1.0,1.0,0.0,2.0,54.706104,0.0
2014.0,115.0,0.0,2.5,5.0,0.0,8.0,259.975,1.0
2016.0,190.0,144.0,0.012551759,3750.0,0.0,1.0,17.0,1.0
2016.0,287.0,24.0,0.42597553,16.0,0.0,1.0,16.313,0.0
2013.0,346.0,8.0,0.75,3.0,0.0,2.0,654.613,1.0
2014.0,151.0,28.0,0.0006510417,16.0,0.0,1.0,4.7,1.0
2016.0,82.0,0.0,1.0,1.0,0.0,2.0,40.0,1.0
2017.0,107.0,14.0,0.11015625,9.0,0.0,2.0,8.0,1.0
2014.0,151.0,80.0,0.25,2.0,0.0,1.0,20.0,1.0
2017.0,152.0,10.0,0.0625,1.0,0.0,2.0,5.229,1.0
2016.0,98.0,0.0,0.33333334,1.0,0.0,1.0,10.0,1.0
2016.0,210.0,4.0,0.25,1.0,0.0,2.0,12.0,1.0
2017.0,59.0,6.0,0.010416667,1.0,1.0,1.0,7.5,1.0
2011.0,133.0,6.0,0.12521702,28.0,28.0,1.0,261.8,0.0
2016.0,181.0,144.0,0.12833108,2917.0,296.0,1.0,20.0,1.0
2016.0,84.0,0.0,1.0,1.0,0.0,2.0,40.0,1.0
2013.0,291.0,72.0,7.275958e-12,1.0,0.0,2.0,6449.4146,0.0
2013.0,131.0,10.0,0.1766827,16.0,0.0,1.0,346.3637,0.0
2013.0,242.0,2.0,0.025974026,2.0,0.0,4.0,20.0,1.0
2011.0,142.0,4.0,0.29213184,39.0,0.0,2.0,109.5,0.0
2016.0,184.0,2.0,0.5,1.0,0.0,2.0,5.344,0.0
2015.0,7.0,4.0,0.02,1.0,0.0,2.0,300.0,0.0
2016.0,246.0,144.0,0.46974394,911.0,0.0,1.0,40.0,1.0
2012.0,16.0,0.0,1.0,1.0,0.0,2.0,88.0,0.0
2015.0,163.0,6.0,0.070454545,4.0,0.0,2.0,22.009613,1.0
2016.0,167.0,22.0,0.00390625,1.0,0.0,2.0,2316.4165,0.0
2016.0,77.0,58.0,0.01171875,2.0,0.0,1.0,30.0,1.0
2013.0,292.0,4.0,0.003,2.0,0.0,2.0,5.0,1.0
2016.0,291.0,6.0,0.5,1.0,0.0,2.0,10.0,1.0
2011.0,103.0,0.0,0.5,1.0,0.0,2.0,425.7,0.0
2012.0,310.0,4.0,0.125,1.0,0.0,2.0,80.0,1.0
2014.0,37.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
2012.0,189.0,0.0,0.015151516,1.0,0.0,1.0,10.313,0.0
2016.0,161.0,24.0,0.625,2.0,0.0,4.0,24.0,1.0
2016.0,197.0,144.0,0.47919703,2267.0,0.0,1.0,20.0,1.0
2018.0,71.0,4.0,0.22917941,421.0,0.0,1.0,32.02887,0.0
2016.0,182.0,140.0,0.00075619743,325.0,0.0,2.0,20.0,1.0
2016.0,64.0,26.0,0.021825397,11.0,0.0,1.0,4.95,1.0
2013.0,216.0,0.0,1.0,1.0,0.0,1.0,99.69213,0.0
2014.0,75.0,0.0,1.0,1.0,0.0,1.0,180.0,1.0
2016.0,135.0,0.0,0.5,1.0,0.0,2.0,7.0,1.0
2013.0,128.0,0.0,0.5,1.0,0.0,2.0,100.0,0.0
2015.0,213.0,8.0,0.019159231,5.0,5.0,2.0,75.42165,0.0
2014.0,78.0,144.0,0.42627743,2112.0,1.0,2.0,9.98,1.0
2011.0,235.0,4.0,0.125,1.0,0.0,1.0,1796.892,0.0
2013.0,59.0,0.0,0.5,1.0,0.0,1.0,50.55,0.0
