"date","unit"
1969-11-18,18.1
1969-11-19,17.7
1969-11-20,21.4
1969-11-21,21.6
1969-11-22,19.3
1969-11-23,22.7
1969-11-24,25
1969-11-25,24.8
1969-11-26,21.1
1969-11-27,21.5
1969-11-28,21.2
1969-11-29,22.7
1969-11-30,25.1
1969-12-01,24.5
1969-12-02,19.3
1969-12-03,19.5
1969-12-04,20
1969-12-05,20.9
1969-12-06,22
1969-12-07,21.2
1969-12-08,19.6
1969-12-09,22
1969-12-10,22
1969-12-11,21.2
1969-12-12,21.6
1969-12-13,27.7
1969-12-14,24.2
1969-12-15,24.3
1969-12-16,22.9
1969-12-17,24.8
1969-12-18,22
1969-12-19,22
1969-12-20,22.7
1969-12-21,21
1969-12-22,19.8
1969-12-23,24.6
1969-12-24,24.3
1969-12-25,22.9
1969-12-26,22
1969-12-27,24.3
1969-12-28,25.3
1969-12-29,24.8
1969-12-30,26.7
1969-12-31,25.3
1970-01-01,27.4
1970-01-02,24
1970-01-03,19.9
1970-01-04,20.4
1970-01-05,23.8
1970-01-06,21.1
1970-01-07,21.8
1970-01-08,25.2
1970-01-09,24.5
1970-01-10,22
1970-01-11,19.5
1970-01-12,18.1
1970-01-13,19.5
1970-01-14,20.8
1970-01-15,21.7
1970-01-16,21.7
1970-01-17,20.5
1970-01-18,22.8
1970-01-19,22.3
1970-01-20,20.6
1970-01-21,24.4
1970-01-22,21.4
1970-01-23,25.9
1970-01-24,23.7
1970-01-25,19.6
1970-01-26,24.6
1970-01-27,19.7
1970-01-28,21.6
1970-01-29,22.8
1970-01-30,23.3
1970-01-31,23
1970-02-01,27.1
1970-02-02,26.3
1970-02-03,22
1970-02-04,25
1970-02-05,23.9
1970-02-06,25.2
1970-02-07,29.3
1970-02-08,31.5
1970-02-09,26.2
1970-02-10,24.9
1970-02-11,25.8
1970-02-12,22.8
1970-02-13,21.8
1970-02-14,23
1970-02-15,26.5
1970-02-16,30.5
1970-02-17,25.8
1970-02-18,22.6
1970-02-19,23.5
1970-02-20,23.2
1970-02-21,24.7
1970-02-22,28.7
1970-02-23,26.4
1970-02-24,23.4
1970-02-25,25.9
1970-02-26,28.1
1970-02-27,29.4
1970-02-28,29.1
1970-03-01,28.9
1970-03-02,31
1970-03-03,29.5
1970-03-04,31.1
1970-03-05,29.6
1970-03-06,24
1970-03-07,29.6
1970-03-08,30.5
1970-03-09,25.2
1970-03-10,23.1
1970-03-11,23.5
1970-03-12,30.1
1970-03-13,24.9
1970-03-14,24.2
1970-03-15,22.1
1970-03-16,22.2
1970-03-17,21.5
1970-03-18,24.2
1970-03-19,26.6
1970-03-20,24.5
1970-03-21,25.7
1970-03-22,25.3
1970-03-23,24.1
1970-03-24,21.7
1970-03-25,19
1970-03-26,20.4
1970-03-27,21.6
1970-03-28,19.7
1970-03-29,19
1970-03-30,22.9
1970-03-31,22.4
1970-04-01,21.5
1970-04-02,21.8
1970-04-03,16.8
1970-04-04,20.1
1970-04-05,19.7
1970-04-06,16.1
1970-04-07,15.7
1970-04-08,14.7
1970-04-09,18.1
1970-04-10,24.2
1970-04-11,24.5
1970-04-12,20.1
1970-04-13,20.7
1970-04-14,20.5
1970-04-15,18.8
1970-04-16,15.2
1970-04-17,15.7
1970-04-18,16.5
1970-04-19,17.8
1970-04-20,17
1970-04-21,19.4
1970-04-22,23.5
1970-04-23,25.5
1970-04-24,23.1
1970-04-25,19.5
1970-04-26,21.6
1970-04-27,22
1970-04-28,17.7
1970-04-29,19.1
1970-04-30,21
1970-05-01,21.5
1970-05-02,22.5
1970-05-03,22.7
1970-05-04,22.5
1970-05-05,19.7
1970-05-06,22
1970-05-07,20.6
1970-05-08,22
1970-05-09,20.2
1970-05-10,22.5
1970-05-11,21.9
1970-05-12,15.8
1970-05-13,19
1970-05-14,23.5
1970-05-15,20.7
1970-05-16,15.7
1970-05-17,13.6
1970-05-18,13.9
1970-05-19,16.4
1970-05-20,17.3
1970-05-21,16.5
1970-05-22,15.2
1970-05-23,16.8
1970-05-24,22.2
1970-05-25,20.9
1970-05-26,15.5
1970-05-27,17.3
1970-05-28,21.1
1970-05-29,18.3
1970-05-30,16.5
1970-05-31,18.3
1970-06-01,20
1970-06-02,19.8
1970-06-03,14.3
1970-06-04,16.6
1970-06-05,14.6
1970-06-06,16.2
1970-06-07,18.6
1970-06-08,16
1970-06-09,17.3
1970-06-10,16.8
1970-06-11,13.7
1970-06-12,15.8
1970-06-13,16.2
1970-06-14,17.3
1970-06-15,18.5
1970-06-16,13.7
1970-06-17,12
1970-06-18,10.5
1970-06-19,11.5
1970-06-20,15.2
1970-06-21,20.6
1970-06-22,15.6
1970-06-23,15.6
1970-06-24,17
1970-06-25,16.9
1970-06-26,12.3
1970-06-27,12.9
1970-06-28,15
1970-06-29,13
1970-06-30,14.5
1970-07-01,17.5
1970-07-02,18.8
1970-07-03,18.5
1970-07-04,16.2
1970-07-05,17.1
1970-07-06,17
1970-07-07,17.5
1970-07-08,17.8
1970-07-09,17.3
1970-07-10,11.4
1970-07-11,13.9
1970-07-12,14.9
1970-07-13,15.7
1970-07-14,17.4
1970-07-15,15.5
1970-07-16,16.9
1970-07-17,13.1
1970-07-18,14.4
1970-07-19,16.5
1970-07-20,12.9
1970-07-21,11.5
1970-07-22,14.3
1970-07-23,15.6
1970-07-24,9
1970-07-25,9.7
1970-07-26,16.6
1970-07-27,21.3
1970-07-28,18.2
1970-07-29,18.6
1970-07-30,18.5
1970-07-31,19
1970-08-01,16.7
1970-08-02,17
1970-08-03,17.3
1970-08-04,17.3
1970-08-05,13.5
1970-08-06,15.5
1970-08-07,18.4
1970-08-08,18.4
1970-08-09,19.5
1970-08-10,19.7
1970-08-11,18.9
1970-08-12,16.6
1970-08-13,14.8
1970-08-14,17.5
1970-08-15,22.8
1970-08-16,23.3
1970-08-17,17.3
1970-08-18,14.3
1970-08-19,12
1970-08-20,14.2
1970-08-21,19.3
1970-08-22,20.1
1970-08-23,19.5
1970-08-24,18
1970-08-25,22
1970-08-26,15.4
1970-08-27,17.4
1970-08-28,15.7
1970-08-29,17.3
1970-08-30,20.2
1970-08-31,19
1970-09-01,19.1
1970-09-02,19.6
1970-09-03,19.9
1970-09-04,14.7
1970-09-05,18.5
1970-09-06,19.4
1970-09-07,20.1
1970-09-08,21.2
1970-09-09,19.6
1970-09-10,17.8
1970-09-11,18.2
1970-09-12,14.5
1970-09-13,16.1
1970-09-14,15.5
1970-09-15,13.3
1970-09-16,14
1970-09-17,20.2
1970-09-18,16.5
1970-09-19,21
1970-09-20,22.6
1970-09-21,17.3
1970-09-22,17.5
1970-09-23,21.9
1970-09-24,16.7
1970-09-25,16.6
1970-09-26,12.5
1970-09-27,19.4
1970-09-28,24.4
1970-09-29,19.6
1970-09-30,18.6
1970-10-01,18.3
1970-10-02,22.9
1970-10-03,16.7
1970-10-04,18.5
1970-10-05,16.6
1970-10-06,15.9
1970-10-07,15.8
1970-10-08,14.8
1970-10-09,15
1970-10-10,17.3
1970-10-11,18.1
1970-10-12,21.5
1970-10-13,22.2
1970-10-14,25.2
1970-10-15,21.5
1970-10-16,20.8
1970-10-17,19.6
1970-10-18,19
1970-10-19,21.2
1970-10-20,17.9
1970-10-21,19.3
1970-10-22,16.5
1970-10-23,20.6
1970-10-24,21.6
1970-10-25,21.9
1970-10-26,20.7
1970-10-27,23
1970-10-28,21.3
1970-10-29,18
1970-10-30,18.2
1970-10-31,18.8
1970-11-01,20.8
1970-11-02,19.6
1970-11-03,21.6
1970-11-04,20
1970-11-05,17.2
1970-11-06,16.5
1970-11-07,22.6
1970-11-08,23.8
1970-11-09,19.9
1970-11-10,16.7
1970-11-11,19.2
1970-11-12,19.8
1970-11-13,19.8
1970-11-14,21.5
1970-11-15,22.2
1970-11-16,17.7
1970-11-17,14.7
1970-11-18,18.8
1970-11-19,16.3
1970-11-20,19.8
1970-11-21,19
1970-11-22,25.2
1970-11-23,24
1970-11-24,23.5
1970-11-25,24.9
1970-11-26,23.9
1970-11-27,23.2
1970-11-28,24.8
1970-11-29,26.2
1970-11-30,26.6
1970-12-01,21.1
1970-12-02,20.4
1970-12-03,22
1970-12-04,22.2
1970-12-05,21
1970-12-06,24.3
1970-12-07,21.7
1970-12-08,21.1
1970-12-09,22.8
1970-12-10,19.9
1970-12-11,21
1970-12-12,25.5
1970-12-13,24
1970-12-14,20.2
1970-12-15,22.9
1970-12-16,24
1970-12-17,23.8
1970-12-18,24
1970-12-19,22.3
1970-12-20,29.4
1970-12-21,27
1970-12-22,21.2
1970-12-23,25.7
1970-12-24,22.8
1970-12-25,26.5
1970-12-26,24
1970-12-27,22.9
1970-12-28,20.1
1970-12-29,25.1
1970-12-30,29.4
1970-12-31,27
1971-01-01,28.5
1971-01-02,26.1
1971-01-03,26.1
1971-01-04,21
1971-01-05,20
1971-01-06,25.3
1971-04-06,21.4
1971-04-07,21.5
1971-04-08,18
1971-04-09,18.7
1971-04-10,19.1
1971-04-11,20.2
1971-04-12,21
1971-04-13,20.1
1971-04-14,19.8
1971-04-15,21.8
1971-04-16,18.8
1971-04-17,22.7
1971-04-18,20
1971-04-19,22.2
1971-04-20,22
1971-04-21,19.2
1971-04-22,22.2
1971-04-23,18.3
1971-04-24,20.1
1971-04-25,19.3
1971-04-26,17.7
1971-04-27,20.7
1971-04-28,21.5
1971-04-29,15.5
1971-04-30,18.6
1971-05-01,22.8
1971-05-02,23.7
1971-05-03,18.1
1971-05-04,13.8
1971-05-05,12.3
1971-05-06,12.5
1971-05-07,14.7
1971-05-08,14.5
1971-05-09,16
1971-05-10,18.5
1971-05-11,18.9
1971-05-12,13.9
1971-05-13,15.3
1971-05-14,13.8
1971-05-15,15.2
1971-05-16,16.1
1971-05-17,16.5
1971-05-18,18.4
1971-05-19,17.7
1971-05-20,18.5
1971-05-21,21.1
1971-05-22,18.5
1971-05-23,18.3
1971-05-24,17.5
1971-05-25,17
1971-05-26,18.8
1971-05-27,15.2
1971-05-28,16.3
1971-05-29,19.9
1971-05-30,19
1971-05-31,17.7
1971-06-01,18
1971-06-02,19.8
1971-06-03,21.4
1971-06-04,16.2
1971-06-05,16.2
1971-06-06,20.1
1971-06-07,18.3
1971-06-08,19.1
1971-06-09,12.9
1971-06-10,14
1971-06-11,17.2
1971-06-12,11.8
1971-06-13,13.3
1971-06-14,17.1
1971-06-15,20.1
1971-06-16,13.7
1971-06-17,14.3
1971-06-18,19
1971-06-19,14.6
1971-06-20,11.2
1971-06-21,16.1
1971-06-22,17.3
1971-06-23,17.6
1971-06-24,19.1
1971-06-25,17.3
1971-06-26,16.2
1971-06-27,16.7
1971-06-28,16.8
1971-06-29,18.1
1971-06-30,18.4
1971-07-01,16.8
1971-07-02,11.6
1971-07-03,11.4
1971-07-04,12.9
1971-07-05,10.3
1971-07-06,11.1
1971-07-07,16.4
1971-07-08,16.2
1971-07-09,17.8
1971-07-10,17.9
1971-07-11,17.8
1971-07-12,17
1971-07-13,9.7
1971-07-14,NA
1971-07-15,9.9
1971-07-16,16.8
1971-07-17,16.2
1971-07-18,17
1971-07-19,13.6
1971-07-20,14.2
1971-07-21,14.8
1971-07-22,15.8
1971-07-23,17.1
1971-07-24,16.5
1971-07-25,14.4
1971-07-26,13.6
1971-07-27,15.4
1971-07-28,18.7
1971-07-29,16
1971-07-30,19
1971-07-31,19.6
1971-08-01,20.5
1971-08-02,19.2
1971-08-03,20.1
1971-08-04,20
1971-08-05,17.9
1971-08-06,18.9
1971-08-07,20.7
1971-08-08,20.6
1971-08-09,18
1971-08-10,15.3
1971-08-11,17.7
1971-08-12,17.5
1971-08-13,17.5
1971-08-14,17
1971-08-15,15
1971-08-16,17
1971-08-17,17.5
1971-08-18,16.7
1971-08-19,17.4
1971-08-20,18
1971-08-21,17.3
1971-08-22,15.8
1971-08-23,18.3
1971-08-24,15.7
1971-08-25,18
1971-08-26,16.3
1971-08-27,15.3
1971-08-28,16.9
1971-08-29,14.2
1971-08-30,18
1971-08-31,20.3
1971-09-01,18.2
1971-09-02,20.3
1971-09-03,16
1971-09-04,17
1971-09-05,13.6
1971-09-06,17.5
1971-09-07,18.5
1971-09-08,18.4
1971-09-09,19.5
1971-09-10,18.7
1971-09-11,13.9
1971-09-12,17
1971-09-13,14.8
1971-09-14,14.5
1971-09-15,19.9
1971-09-16,20.7
1971-09-17,18.2
1971-09-18,17.9
1971-09-19,20.3
1971-09-20,17.6
1971-09-21,15.2
1971-09-22,15.6
1971-09-23,18.1
1971-09-24,15.1
1971-09-25,16.5
1971-09-26,19.7
1971-09-27,15.3
1971-09-28,14.5
1971-09-29,15.7
1971-09-30,13.2
1971-10-01,20.3
1971-10-02,25.3
1971-10-03,19.5
1971-10-04,19.3
1971-10-05,16.9
1971-10-06,16.7
1971-10-07,25
1971-10-08,23.6
1971-10-09,21.5
1971-10-10,17.1
1971-10-11,21.2
1971-10-12,26.2
1971-10-13,18.4
1971-10-14,17.7
1971-10-15,14.9
1971-10-16,13.8
1971-10-17,16.4
1971-10-18,18.4
1971-10-19,18.7
1971-10-20,18.9
1971-10-21,15.5
1971-10-22,18.8
1971-10-23,27.2
1971-10-24,20.3
1971-10-25,18.1
1971-10-26,18.6
1971-10-27,22.5
1971-10-28,19.7
1971-10-29,19
1971-10-30,17.5
1971-10-31,21.6
1971-11-01,25.6
1971-11-02,20.6
1971-11-03,21.2
1971-11-04,20.2
1971-11-05,18.2
1971-11-06,18.9
1971-11-07,20.9
1971-11-08,24.6
1971-11-09,28
1971-11-10,21.8
1971-11-11,21.2
1971-11-12,21
1971-11-13,20.1
1971-11-14,20.8
1971-11-15,16.6
1971-11-16,22
1971-11-17,21.7
1971-11-18,25
1971-11-19,23.8
1971-11-20,23.2
1971-11-21,19
1971-11-22,17.8
1971-11-23,20.6
1971-11-24,17.6
1971-11-25,23.6
1971-11-26,33.3
1971-11-27,20.6
1971-11-28,19.8
1971-11-29,21
1971-11-30,20
1971-12-01,21.6
1971-12-02,19.8
1971-12-03,18.1
1971-12-04,20
1971-12-05,22
1971-12-06,21.8
1971-12-07,18.9
1971-12-08,20.6
1971-12-09,19.5
1971-12-10,24.9
1971-12-11,21.2
1971-12-12,22
1971-12-13,21.5
1971-12-14,21.5
1971-12-15,20.4
1971-12-16,21.1
1971-12-17,25.8
1971-12-18,21.1
1971-12-19,20.3
1971-12-20,19.4
1971-12-21,23.2
1971-12-22,20.4
1971-12-23,22.7
1971-12-24,25.5
1971-12-25,21.8
1971-12-26,21.2
1971-12-27,21
1971-12-28,21.6
1971-12-29,25
1971-12-30,25.4
1972-01-01,22.3
1972-01-02,24.2
1972-01-03,22.1
1972-01-04,21.7
1972-01-05,23.6
1972-01-06,20
1972-01-07,22.2
1972-01-08,21.2
1972-01-09,23.4
1972-01-10,22.7
1972-01-11,23.5
1972-01-12,23.1
1972-01-13,23.4
1972-01-14,28.7
1972-01-15,25.5
1972-01-16,24.9
1972-01-17,20.8
1972-01-18,21
1972-01-19,20.4
1972-01-20,23.4
1972-01-21,21.4
1972-01-22,24.1
1972-01-23,24.6
1972-01-24,24.2
1972-01-25,21.8
