"date","unit"
1960-01-01,97.4532
1960-02-01,92.4033
1960-03-01,86.2661
1960-04-01,78.8167
1960-05-01,78.2682
1960-06-01,83.3026
1960-07-01,90.9841
1960-08-01,94.5467
1960-09-01,83.5035
1960-10-01,78.7066
1960-11-01,84.6543
1960-12-01,95.8251
1961-01-01,103.9732
1961-02-01,97.8883
1961-03-01,91.9356
1961-04-01,82.2214
1961-05-01,81.6826
1961-06-01,86.9306
1961-07-01,90.9606
1961-08-01,91.5562
1961-09-01,84.1919
1961-10-01,79.6891
1961-11-01,86.074
1961-12-01,95.4855
1962-01-01,103.4613
1962-02-01,94.7795
1962-03-01,88.0125
1962-04-01,81.1476
1962-05-01,78.8471
1962-06-01,84.7645
1962-07-01,93.4519
1962-08-01,92.7828
1962-09-01,86.9386
1962-10-01,82.5027
1962-11-01,87.0448
1962-12-01,97.101
1963-01-01,99.792
1963-02-01,92.82
1963-03-01,91.5549
1963-04-01,81.7521
1963-05-01,83.0303
1963-06-01,91.4579
1963-07-01,98.8379
1963-08-01,98.531
1963-09-01,92.5414
1963-10-01,85.0924
1963-11-01,86.4349
1963-12-01,96.6841
1964-01-01,107.1348
1964-02-01,96.1829
1964-03-01,95.7381
1964-04-01,85.5176
1964-05-01,84.3887
1964-06-01,92.8431
1964-07-01,102.4903
1964-08-01,101.4157
1964-09-01,92.2248
1964-10-01,85.6409
1964-11-01,87.2025
1964-12-01,99.5113
1965-01-01,107.2301
1965-02-01,99.2989
1965-03-01,93.0927
1965-04-01,86.4425
1965-05-01,89.4552
1965-06-01,96.0406
1965-07-01,100.9957
1965-08-01,104.3704
1965-09-01,95.9178
1965-10-01,88.1408
1965-11-01,93.041
1965-12-01,107.4558
1966-01-01,114.1081
1966-02-01,102.1717
1966-03-01,97.8283
1966-04-01,87.915
1966-05-01,87.5465
1966-06-01,95.3955
1966-07-01,101.074
1966-08-01,104.5534
1966-09-01,93.281
1966-10-01,87.686
1966-11-01,87.9319
1966-12-01,98.0381
1967-01-01,107.9955
1967-02-01,100.2075
1967-03-01,98.2556
1967-04-01,90.795
1967-05-01,90.2351
1967-06-01,98.1896
1967-07-01,107.393
1967-08-01,106.6293
1967-09-01,98.3089
1967-10-01,91.9002
1967-11-01,93.5749
1967-12-01,105.8003
1968-01-01,115.1807
1968-02-01,108.8413
1968-03-01,99.5532
1968-04-01,90.062
1968-05-01,90.4653
1968-06-01,96.0761
1968-07-01,107.22
1968-08-01,109.4682
1968-09-01,97.9135
1968-10-01,91.5047
1968-11-01,93.5735
1968-12-01,108.5428
1969-01-01,118.7226
1969-02-01,111.159
1969-03-01,100.4029
1969-04-01,91.7233
1969-05-01,94.0302
1969-06-01,100.5045
1969-07-01,106.7948
1969-08-01,105.2025
1969-09-01,99.024
1969-10-01,92.5262
1969-11-01,94.6144
1969-12-01,110.7263
1970-01-01,116.1614
1970-02-01,106.7795
1970-03-01,103.9565
1970-04-01,91.4776
1970-05-01,92.2234
1970-06-01,104.5076
1970-07-01,113.3501
1970-08-01,114.4862
1970-09-01,104.1155
1970-10-01,94.7567
1970-11-01,95.4587
1970-12-01,113.2257
1971-01-01,109.4724
1971-02-01,106.5196
1971-03-01,103.4017
1971-04-01,92.5093
1971-05-01,95.0222
1971-06-01,105.5244
1971-07-01,115.9503
1971-08-01,116.5192
1971-09-01,100.7632
1971-10-01,95.3738
1971-11-01,97.3566
1971-12-01,108.066
1972-01-01,117.0576
1972-02-01,116.8399
1972-03-01,104.1925
1972-04-01,95.8177
1972-05-01,97.0587
1972-06-01,105.9676
1972-07-01,112.5686
1972-08-01,119.1036
1972-09-01,106.5316
1972-10-01,98.0068
1972-11-01,98.9126
1972-12-01,111.7528
1973-01-01,119.8331
1973-02-01,113.2353
1973-03-01,105.4386
1973-04-01,95.9944
1973-05-01,96.2348
1973-06-01,108.9581
1973-07-01,115.7631
1973-08-01,112.5665
1973-09-01,102.7183
1973-10-01,95.9979
1973-11-01,98.8057
1973-12-01,114.4221
1974-01-01,121.8316
1974-02-01,109.4202
1974-03-01,102.8529
1974-04-01,93.1973
1974-05-01,92.5366
1974-06-01,102.2387
1974-07-01,108.9086
1974-08-01,110.7486
1974-09-01,99.8823
1974-10-01,94.2977
1974-11-01,94.3585
1974-12-01,115.6844
1975-01-01,124.0166
1975-02-01,115.533
1975-03-01,103.2672
1975-04-01,91.3
1975-05-01,95.8364
1975-06-01,109.3538
1975-07-01,117.8066
1975-08-01,117.9014
1975-09-01,105.1209
1975-10-01,93.9251
1975-11-01,97.775
1975-12-01,119.3266
1976-01-01,124.488
1976-02-01,112.3753
1976-03-01,104.1028
1976-04-01,94.3583
1976-05-01,95.0698
1976-06-01,107.8204
1976-07-01,119.7068
1976-08-01,118.5958
1976-09-01,104.4712
1976-10-01,95.3566
1976-11-01,98.8095
1976-12-01,112.3312
1977-01-01,116.9646
1977-02-01,108.3679
1977-03-01,98.5772
1977-04-01,92.5566
1977-05-01,97.7603
1977-06-01,106.14
1977-07-01,118.0357
1977-08-01,114.8601
1977-09-01,101.7431
1977-10-01,95.3805
1977-11-01,99.3417
1977-12-01,110.2722
1978-01-01,120.501
1978-02-01,111.734
1978-03-01,107.9948
1978-04-01,96.0092
1978-05-01,95.9634
1978-06-01,105.6957
1978-07-01,115.148
1978-08-01,113.1756
1978-09-01,104.2809
1978-10-01,96.7871
1978-11-01,102.2853
1978-12-01,118.4732
1979-01-01,129.2549
1979-02-01,117.8811
1979-03-01,109.7631
1979-04-01,95.2867
1979-05-01,97.134
1979-06-01,106.878
1979-07-01,113.5497
1979-08-01,113.194
1979-09-01,105.4172
1979-10-01,97.3837
1979-11-01,104.7033
1979-12-01,114.3477
1980-01-01,125.2696
1980-02-01,121.3788
1980-03-01,109.4706
1980-04-01,94.7461
1980-05-01,96.093
1980-06-01,107.6495
1980-07-01,116.6354
1980-08-01,115.5925
1980-09-01,106.9204
1980-10-01,96.5959
1980-11-01,98.0628
1980-12-01,108.2203
1981-01-01,122.0837
1981-02-01,111.6688
1981-03-01,100.3548
1981-04-01,94.3254
1981-05-01,95.7369
1981-06-01,109.0375
1981-07-01,119.5397
1981-08-01,120.5159
1981-09-01,107.7637
1981-10-01,96.4867
1981-11-01,97.89
1981-12-01,117.7694
1982-01-01,119.8505
